-0.0032,-0.0068,0.0013,0.0028
-0.0032,-0.0068,0.0013,0.0028
-0.002,-0.0068,0.0008,0.0028
-0.002,-0.0083,0.0008,0.0034
-0.0009,-0.0083,0.0004,0.0034
-0.0009,-0.0083,0.0004,0.0034
0.0003,-0.0083,-0.0001,0.0034
0.0014,-0.0083,-0.0006,0.0034
0.0014,-0.0083,-0.0006,0.0034
0.0014,-0.0083,-0.0006,0.0034
0.0014,-0.0083,-0.0006,0.0034
0.0026,-0.0083,-0.0011,0.0034
0.0026,-0.0083,-0.0011,0.0034
0.0026,-0.0083,-0.0011,0.0034
0.0037,-0.0068,-0.0015,0.0028
0.0037,-0.0068,-0.0015,0.0028
0.0037,-0.0068,-0.0015,0.0028
0.0037,-0.0068,-0.0015,0.0028
0.0049,-0.0068,-0.002,0.0028
0.0049,-0.0068,-0.002,0.0028
0.0049,-0.0052,-0.002,0.0021
0.0049,-0.0052,-0.002,0.0021
0.0049,-0.0052,-0.002,0.0021
0.0049,-0.0037,-0.002,0.0015
0.0049,-0.0037,-0.002,0.0015
0.0049,-0.0037,-0.002,0.0015
0.0049,-0.0021,-0.002,0.0009
0.0049,-0.0021,-0.002,0.0009
0.0049,-0.0021,-0.002,0.0009
0.0049,-0.0021,-0.002,0.0009
0.0049,-0.0006,-0.002,0.0003
0.0049,-0.0006,-0.002,0.0003
0.0049,-0.0006,-0.002,0.0003
0.0049,0.0009,-0.002,-0.0004
0.0049,0.0009,-0.002,-0.0004
0.0049,0.0009,-0.002,-0.0004
0.0037,0.0009,-0.0015,-0.0004
0.0037,0.0025,-0.0015,-0.001
0.0037,0.0025,-0.0015,-0.001
0.0037,0.0025,-0.0015,-0.001
0.0026,0.0025,-0.0011,-0.001
0.0026,0.004,-0.0011,-0.0016
0.0026,0.004,-0.0011,-0.0016
0.0026,0.004,-0.0011,-0.0016
0.0026,0.004,-0.0011,-0.0016
0.0026,0.004,-0.0011,-0.0016
0.0026,0.004,-0.0011,-0.0016
0.0014,0.004,-0.0006,-0.0016
0.0014,0.004,-0.0006,-0.0016
0.0014,0.004,-0.0006,-0.0016
0.0014,0.0055,-0.0006,-0.0023
0.0003,0.0055,-0.0001,-0.0023
0.0014,0.004,-0.0006,-0.0016
0.0003,0.0055,-0.0001,-0.0023
0.0003,0.004,-0.0001,-0.0016
0.0003,0.004,-0.0001,-0.0016
0.0003,0.004,-0.0001,-0.0016
0.0003,0.004,-0.0001,-0.0016
-0.0009,0.004,0.0004,-0.0016
-0.0009,0.004,0.0004,-0.0016
-0.0009,0.004,0.0004,-0.0016
-0.0009,0.004,0.0004,-0.0016
-0.0009,0.004,0.0004,-0.0016
-0.0009,0.004,0.0004,-0.0016
-0.0009,0.004,0.0004,-0.0016
-0.0009,0.0025,0.0004,-0.001
-0.0009,0.0025,0.0004,-0.001
-0.0009,0.0025,0.0004,-0.001
-0.0009,0.0025,0.0004,-0.001
-0.002,0.0025,0.0008,-0.001
-0.002,0.0025,0.0008,-0.001
-0.002,0.0009,0.0008,-0.0004
-0.002,0.0009,0.0008,-0.0004
-0.002,0.0009,0.0008,-0.0004
-0.002,0.0009,0.0008,-0.0004
-0.0009,0.0009,0.0004,-0.0004
-0.002,0.0009,0.0008,-0.0004
-0.002,-0.0006,0.0008,0.0003
-0.002,-0.0006,0.0008,0.0003
-0.002,-0.0006,0.0008,0.0003
-0.002,-0.0006,0.0008,0.0003
-0.002,-0.0006,0.0008,0.0003
-0.0009,-0.0006,0.0004,0.0003
